vulnerability_id,cve_id,vulnerability_name,severity,cvss_score,affected_asset,patch_available,status
VUL00271,CVE-2017-39918,Denial of Service,Medium,5.8,FIN-IOT-0093,Yes,In Progress
VUL00272,CVE-2025-97277,Buffer Overflow,Critical,9.1,FIN-SW-0074,Yes,Patched
VUL00273,CVE-2019-83665,Server-Side Request Forgery (SSRF),Low,0.5,LEG-DB-0102,Yes,Closed
VUL00274,CVE-2015-62081,Buffer Overflow,Medium,5.2,ENG-RTR-0040,No,Won't Fix
VUL00275,CVE-2015-82981,Remote Code Execution,High,8.1,IT-IOT-0030,Yes,Closed
VUL00276,CVE-2022-76181,Privilege Escalation,Low,1.3,LEG-FW-0090,Yes,Closed
VUL00277,CVE-2015-36791,XML External Entity (XXE),Medium,5.1,MKT-SRV-0064,Yes,Closed
VUL00278,CVE-2024-38906,Denial of Service,Critical,9.1,FIN-LAP-0077,Yes,In Progress
VUL00279,CVE-2018-98745,Remote Code Execution,Medium,5.7,OPS-PC-0135,Yes,Patched
VUL00280,CVE-2024-66632,Cross-Site Scripting (XSS),Medium,4.3,HR-PRT-0022,No,In Progress
VUL00281,CVE-2023-89597,Cross-Site Scripting (XSS),Medium,5.7,IT-MOB-0021,No,Open
VUL00282,CVE-2025-15174,Weak Password Policy,High,8.2,LEG-SW-0020,Yes,In Progress
VUL00283,CVE-2019-91091,SQL Injection,Medium,5.8,SAL-FW-0040,No,Open
VUL00284,CVE-2023-81024,Privilege Escalation,Medium,5.7,MKT-SRV-0076,No,Open
VUL00285,CVE-2024-18204,SQL Injection,Medium,4.9,OPS-DB-0067,Yes,Patched
VUL00286,CVE-2026-12939,Buffer Overflow,Low,2.2,IT-PC-0013,Yes,Closed
VUL00287,CVE-2023-14037,Remote Code Execution,Medium,5.2,SAL-SW-0037,Yes,In Progress
VUL00288,CVE-2016-2776,Insecure Direct Object Reference,Medium,4.8,SAL-MOB-0041,Yes,Patched
VUL00289,CVE-2018-55069,Buffer Overflow,Medium,4.4,SAL-SRV-0129,Yes,Closed
VUL00290,CVE-2023-46283,Command Injection,Low,3.2,FIN-FW-0028,No,In Progress
VUL00291,CVE-2026-26756,Server-Side Request Forgery (SSRF),Low,1.7,FIN-PC-0014,No,Open
VUL00292,CVE-2017-89952,Cross-Site Scripting (XSS),Medium,6.7,OPS-DB-0086,No,Open
VUL00293,CVE-2022-68149,Broken Authentication,Medium,4.0,IT-SW-0098,Yes,Patched
VUL00294,CVE-2026-75938,Command Injection,Medium,6.7,LEG-IOT-0002,Yes,Closed
VUL00295,CVE-2023-37862,Unpatched Software,Low,0.9,HR-MOB-0060,Yes,In Progress
VUL00296,CVE-2025-35556,Insecure Deserialization,High,7.8,LEG-DB-0058,No,Won't Fix
VUL00297,CVE-2026-98841,Security Misconfiguration,Low,0.3,HR-SW-0060,Yes,Closed
VUL00298,CVE-2020-78645,Privilege Escalation,Critical,9.8,OPS-LAP-0044,Yes,Closed
VUL00299,CVE-2015-65706,Server-Side Request Forgery (SSRF),Medium,4.1,OPS-LAP-0036,Yes,Closed
VUL00300,CVE-2016-34764,Buffer Overflow,Low,3.8,FIN-SRV-0123,No,Open
VUL00301,CVE-2023-45456,Insecure Direct Object Reference,High,8.6,IT-LAP-0079,Yes,Closed
VUL00302,CVE-2020-77561,Cross-Site Scripting (XSS),Low,1.6,FIN-PC-0112,Yes,Patched
VUL00303,CVE-2015-68497,XML External Entity (XXE),High,7.9,SAL-IOT-0075,Yes,In Progress
VUL00304,CVE-2019-94250,Outdated SSL/TLS Configuration,Medium,5.4,HR-MOB-0081,Yes,In Progress
VUL00305,CVE-2016-92706,SQL Injection,Critical,9.0,ENG-RTR-0008,No,Won't Fix
VUL00306,CVE-2023-43326,XML External Entity (XXE),Medium,5.1,OPS-DB-0075,Yes,Patched
VUL00307,CVE-2016-68273,Command Injection,Medium,5.6,ENG-SRV-0110,No,Open
VUL00308,CVE-2020-60274,Server-Side Request Forgery (SSRF),High,7.5,OPS-RTR-0123,No,In Progress
VUL00309,CVE-2025-63094,Outdated SSL/TLS Configuration,Critical,9.5,FIN-RTR-0078,No,Won't Fix
VUL00310,CVE-2017-58909,Privilege Escalation,Medium,4.3,SAL-RTR-0042,Yes,In Progress
VUL00311,CVE-2021-1140,Denial of Service,Medium,5.7,MKT-SRV-0084,Yes,Closed
VUL00312,CVE-2024-36119,Outdated SSL/TLS Configuration,High,8.9,IT-MOB-0058,Yes,Patched
VUL00313,CVE-2018-70081,Command Injection,Low,1.3,HR-FW-0053,No,Won't Fix
VUL00314,CVE-2024-19150,Security Misconfiguration,High,8.1,ENG-PRT-0119,Yes,Closed
VUL00315,CVE-2026-23418,Outdated SSL/TLS Configuration,High,8.4,MKT-FW-0068,Yes,Closed
VUL00316,CVE-2025-18803,Buffer Overflow,Low,0.8,SAL-DB-0039,No,Won't Fix
VUL00317,CVE-2019-91187,XML External Entity (XXE),High,7.9,ENG-FW-0071,Yes,Patched
VUL00318,CVE-2022-93066,Privilege Escalation,High,8.7,ENG-PRT-0033,No,Won't Fix
VUL00319,CVE-2018-25206,Denial of Service,Medium,6.4,OPS-FW-0023,Yes,Patched
VUL00320,CVE-2015-85027,Denial of Service,Medium,4.6,LEG-SW-0102,No,Open
VUL00321,CVE-2024-83732,Outdated SSL/TLS Configuration,High,7.4,ENG-MOB-0028,Yes,Patched
VUL00322,CVE-2018-58449,Privilege Escalation,Low,0.8,SAL-SRV-0019,Yes,In Progress
VUL00323,CVE-2025-16309,SQL Injection,Medium,5.7,ENG-FW-0098,No,In Progress
VUL00324,CVE-2022-5453,Buffer Overflow,High,8.3,ENG-SW-0046,Yes,In Progress
VUL00325,CVE-2018-87711,Insecure Direct Object Reference,Low,3.3,MKT-RTR-0037,Yes,Patched
VUL00326,CVE-2022-38614,Missing Security Patch,High,7.0,SAL-IOT-0112,No,Won't Fix
VUL00327,CVE-2016-62846,Path Traversal,Medium,5.0,LEG-LAP-0033,Yes,In Progress
VUL00328,CVE-2026-87714,Outdated SSL/TLS Configuration,Low,2.9,MKT-RTR-0004,Yes,Patched
VUL00329,CVE-2019-2165,Path Traversal,Medium,4.7,ENG-IOT-0083,Yes,Patched
VUL00330,CVE-2022-9123,Open Redirect,Medium,5.4,FIN-LAP-0117,Yes,Closed
VUL00331,CVE-2019-60352,Weak Password Policy,Medium,6.8,LEG-PRT-0101,Yes,Closed
VUL00332,CVE-2017-82292,Open Redirect,Critical,9.6,HR-MOB-0003,Yes,In Progress
VUL00333,CVE-2022-26909,SQL Injection,Medium,4.3,SAL-MOB-0153,Yes,Closed
VUL00334,CVE-2021-97206,Privilege Escalation,Medium,5.5,SAL-RTR-0123,Yes,Closed
VUL00335,CVE-2015-85125,Insecure Direct Object Reference,Low,3.3,FIN-LAP-0089,Yes,Closed
VUL00336,CVE-2021-2016,Denial of Service,Low,1.3,ENG-SW-0044,Yes,Patched
VUL00337,CVE-2019-40694,Sensitive Data Exposure,Critical,9.9,MKT-IOT-0061,Yes,Closed
VUL00338,CVE-2018-42779,Server-Side Request Forgery (SSRF),Low,3.4,HR-DB-0085,Yes,In Progress
VUL00339,CVE-2025-64697,Outdated SSL/TLS Configuration,High,8.2,FIN-SRV-0057,Yes,In Progress
VUL00340,CVE-2017-81548,Insecure Direct Object Reference,High,8.0,LEG-IOT-0054,No,In Progress
VUL00341,CVE-2024-22379,SQL Injection,High,7.5,MKT-SRV-0045,Yes,Patched
VUL00342,CVE-2017-29451,Outdated SSL/TLS Configuration,Medium,6.5,FIN-PC-0023,No,In Progress
VUL00343,CVE-2023-67912,Path Traversal,High,7.6,IT-PRT-0008,No,Open
VUL00344,CVE-2026-95683,Sensitive Data Exposure,Medium,6.4,FIN-FW-0053,No,Open
VUL00345,CVE-2021-22182,Outdated SSL/TLS Configuration,Low,3.0,FIN-PC-0024,Yes,Closed
VUL00346,CVE-2016-37341,Insecure Direct Object Reference,Medium,6.5,IT-SW-0131,Yes,In Progress
VUL00347,CVE-2021-14051,SQL Injection,Critical,9.3,MKT-SRV-0050,Yes,In Progress
VUL00348,CVE-2019-27330,Broken Authentication,High,7.9,LEG-DB-0065,No,In Progress
VUL00349,CVE-2024-66646,Security Misconfiguration,High,8.7,OPS-PRT-0024,Yes,In Progress
VUL00350,CVE-2022-53603,Unpatched Software,High,8.1,HR-MOB-0094,No,Open
VUL00351,CVE-2024-90609,Insecure Direct Object Reference,High,8.4,OPS-LAP-0092,Yes,In Progress
VUL00352,CVE-2019-31341,Cross-Site Scripting (XSS),Medium,5.8,OPS-FW-0051,Yes,Patched
VUL00353,CVE-2021-9644,Server-Side Request Forgery (SSRF),High,8.4,IT-SRV-0032,Yes,In Progress
VUL00354,CVE-2019-11686,Weak Password Policy,Low,0.6,HR-PRT-0058,Yes,Closed
VUL00355,CVE-2019-27305,Remote Code Execution,Medium,6.9,OPS-LAP-0048,No,In Progress
VUL00356,CVE-2020-41780,Privilege Escalation,Medium,6.6,OPS-SW-0028,Yes,In Progress
VUL00357,CVE-2025-21313,Weak Password Policy,Medium,5.4,MKT-RTR-0008,No,In Progress
VUL00358,CVE-2020-84173,Buffer Overflow,Medium,6.1,OPS-PC-0130,Yes,In Progress
VUL00359,CVE-2020-91599,Outdated SSL/TLS Configuration,Low,3.1,IT-SRV-0097,Yes,Patched
VUL00360,CVE-2015-68648,Buffer Overflow,Low,2.6,OPS-IOT-0057,No,Won't Fix
VUL00361,CVE-2024-96288,Remote Code Execution,Low,3.6,OPS-SRV-0104,No,Won't Fix
VUL00362,CVE-2016-78500,Denial of Service,Medium,4.3,OPS-RTR-0012,Yes,Closed
VUL00363,CVE-2021-54646,Path Traversal,Low,3.0,OPS-PC-0029,Yes,Patched
VUL00364,CVE-2020-95840,Open Redirect,High,8.4,OPS-PC-0065,No,Open
VUL00365,CVE-2016-84740,Unpatched Software,High,8.3,FIN-MOB-0093,No,Won't Fix
VUL00366,CVE-2025-4357,Insecure Direct Object Reference,Low,3.7,LEG-IOT-0077,No,Open
VUL00367,CVE-2018-25472,Weak Password Policy,Medium,4.8,ENG-SRV-0056,No,Open
VUL00368,CVE-2025-14709,SQL Injection,Low,3.4,MKT-PRT-0087,Yes,In Progress
VUL00369,CVE-2016-64457,Insecure Direct Object Reference,High,8.1,IT-PC-0007,No,In Progress
VUL00370,CVE-2021-92288,Insecure Deserialization,Critical,9.0,OPS-SW-0031,Yes,Closed
VUL00371,CVE-2022-49544,Unpatched Software,Medium,4.1,IT-LAP-0031,Yes,Closed
VUL00372,CVE-2022-74029,Sensitive Data Exposure,Medium,6.0,FIN-MOB-0081,No,In Progress
VUL00373,CVE-2022-17196,Command Injection,Low,3.0,IT-MOB-0014,Yes,In Progress
VUL00374,CVE-2017-74215,Cross-Site Scripting (XSS),High,8.1,IT-FW-0127,Yes,In Progress
VUL00375,CVE-2023-54543,Weak Password Policy,Critical,9.5,LEG-SW-0108,No,In Progress
VUL00376,CVE-2026-30620,Server-Side Request Forgery (SSRF),Critical,9.1,FIN-IOT-0118,Yes,Patched
VUL00377,CVE-2018-50528,Unpatched Software,Medium,5.2,HR-RTR-0013,Yes,Patched
VUL00378,CVE-2025-51468,Missing Security Patch,Medium,6.4,FIN-FW-0060,No,Open
VUL00379,CVE-2021-71046,Missing Security Patch,Low,3.2,OPS-FW-0048,Yes,Closed
VUL00380,CVE-2019-56603,Broken Authentication,High,8.7,OPS-IOT-0001,No,Open
VUL00381,CVE-2016-3111,Open Redirect,Low,1.1,LEG-LAP-0045,No,Won't Fix
VUL00382,CVE-2020-79266,Missing Security Patch,Low,3.5,SAL-PC-0056,No,In Progress
VUL00383,CVE-2016-56533,Insecure Deserialization,Low,3.6,LEG-DB-0043,Yes,In Progress
VUL00384,CVE-2026-63044,Missing Security Patch,High,8.8,IT-DB-0093,Yes,Closed
VUL00385,CVE-2025-99981,Unpatched Software,Medium,6.8,LEG-SW-0121,No,Open
VUL00386,CVE-2019-93068,Weak Password Policy,High,8.8,OPS-RTR-0076,Yes,Patched
VUL00387,CVE-2016-10194,Unpatched Software,Low,1.9,SAL-FW-0073,No,In Progress
VUL00388,CVE-2022-36788,Buffer Overflow,Medium,6.0,ENG-FW-0077,Yes,In Progress
VUL00389,CVE-2026-29608,Server-Side Request Forgery (SSRF),High,8.7,HR-FW-0010,Yes,Patched
VUL00390,CVE-2022-12857,Command Injection,Low,1.1,MKT-IOT-0076,Yes,In Progress
VUL00391,CVE-2019-29662,Missing Security Patch,Medium,5.3,OPS-FW-0001,Yes,Patched
VUL00392,CVE-2017-63599,Missing Security Patch,Low,2.4,LEG-PC-0107,Yes,In Progress
VUL00393,CVE-2017-54514,Security Misconfiguration,Medium,5.9,MKT-SW-0083,Yes,In Progress
VUL00394,CVE-2018-92872,Path Traversal,High,7.5,HR-RTR-0089,No,Open
VUL00395,CVE-2023-16291,Server-Side Request Forgery (SSRF),Low,2.4,IT-IOT-0092,Yes,Closed
VUL00396,CVE-2016-31308,Missing Security Patch,High,8.1,OPS-SW-0083,Yes,Closed
VUL00397,CVE-2021-86525,Security Misconfiguration,Medium,4.2,FIN-IOT-0076,Yes,In Progress
VUL00398,CVE-2025-96539,Sensitive Data Exposure,Medium,6.1,IT-PC-0004,Yes,In Progress
VUL00399,CVE-2023-15826,Command Injection,High,8.7,OPS-SW-0103,Yes,In Progress
VUL00400,CVE-2024-12770,Outdated SSL/TLS Configuration,Medium,5.1,IT-FW-0073,No,Open
VUL00401,CVE-2021-89503,Missing Security Patch,High,8.0,IT-SRV-0036,No,In Progress
VUL00402,CVE-2015-58483,Remote Code Execution,High,7.4,FIN-RTR-0081,Yes,Patched
VUL00403,CVE-2016-19298,Privilege Escalation,High,8.5,SAL-IOT-0112,No,In Progress
VUL00404,CVE-2015-59122,Cross-Site Scripting (XSS),High,7.5,HR-SW-0014,Yes,Patched
VUL00405,CVE-2019-1462,Remote Code Execution,Critical,9.5,OPS-LAP-0020,Yes,Closed
VUL00406,CVE-2026-85051,Denial of Service,Medium,4.2,HR-FW-0053,Yes,In Progress
VUL00407,CVE-2026-15975,Missing Security Patch,High,8.9,IT-DB-0109,No,In Progress
VUL00408,CVE-2019-65456,Missing Security Patch,Low,3.3,SAL-SW-0010,Yes,Patched
VUL00409,CVE-2018-47523,XML External Entity (XXE),Low,0.6,MKT-FW-0037,Yes,In Progress
VUL00410,CVE-2020-53406,Insecure Direct Object Reference,Low,1.1,ENG-FW-0051,No,In Progress
VUL00411,CVE-2024-2717,Open Redirect,Critical,9.1,HR-IOT-0038,Yes,Closed
VUL00412,CVE-2026-75943,Denial of Service,Medium,4.2,IT-SW-0012,Yes,Patched
VUL00413,CVE-2018-57443,Remote Code Execution,Medium,5.8,SAL-LAP-0002,Yes,Patched
VUL00414,CVE-2019-67098,Open Redirect,Low,2.6,FIN-SW-0003,Yes,Patched
VUL00415,CVE-2022-65799,Broken Authentication,Low,1.1,LEG-MOB-0006,No,In Progress
VUL00416,CVE-2019-5698,Missing Security Patch,Medium,6.1,LEG-FW-0042,Yes,Closed
VUL00417,CVE-2023-16827,Unpatched Software,High,7.2,ENG-RTR-0058,Yes,In Progress
VUL00418,CVE-2019-85477,Missing Security Patch,Medium,4.6,MKT-IOT-0005,Yes,Patched
VUL00419,CVE-2017-63513,Privilege Escalation,High,7.2,IT-SRV-0125,No,In Progress
VUL00420,CVE-2026-27571,Path Traversal,Medium,5.6,SAL-DB-0029,Yes,Patched
VUL00421,CVE-2016-21445,Missing Security Patch,Medium,5.2,ENG-PC-0043,Yes,Patched
VUL00422,CVE-2016-86631,Command Injection,Critical,9.0,ENG-SRV-0006,No,Won't Fix
VUL00423,CVE-2023-52282,Insecure Deserialization,Medium,6.1,ENG-MOB-0089,Yes,Closed
VUL00424,CVE-2015-31943,Unpatched Software,Medium,4.5,HR-DB-0050,No,In Progress
VUL00425,CVE-2024-77436,Privilege Escalation,Medium,5.4,SAL-MOB-0121,Yes,In Progress
VUL00426,CVE-2019-90634,SQL Injection,High,7.3,LEG-PRT-0106,Yes,Patched
VUL00427,CVE-2024-16104,Sensitive Data Exposure,High,7.2,FIN-PC-0078,Yes,Patched
VUL00428,CVE-2017-18622,Unpatched Software,Critical,9.1,SAL-SW-0047,Yes,Closed
VUL00429,CVE-2018-48277,Server-Side Request Forgery (SSRF),High,7.6,LEG-RTR-0048,Yes,Closed
VUL00430,CVE-2019-12564,Command Injection,Low,3.9,FIN-SW-0002,Yes,Closed
VUL00431,CVE-2017-40438,Path Traversal,High,7.8,OPS-PRT-0019,Yes,Patched
VUL00432,CVE-2018-88469,Command Injection,Critical,10.0,FIN-RTR-0103,Yes,Closed
VUL00433,CVE-2015-15502,Command Injection,Low,2.8,FIN-SRV-0099,Yes,In Progress
VUL00434,CVE-2015-34710,Buffer Overflow,Low,1.4,FIN-SRV-0090,Yes,Closed
VUL00435,CVE-2024-84941,Outdated SSL/TLS Configuration,Critical,9.3,MKT-LAP-0026,No,In Progress
VUL00436,CVE-2015-60856,Weak Password Policy,High,7.8,HR-PC-0075,Yes,Closed
VUL00437,CVE-2021-64226,Weak Password Policy,High,8.1,FIN-MOB-0084,No,In Progress
VUL00438,CVE-2020-77304,Insecure Direct Object Reference,Medium,6.7,OPS-PC-0128,No,Open
VUL00439,CVE-2022-51721,Path Traversal,High,8.8,MKT-MOB-0049,Yes,Closed
VUL00440,CVE-2017-21470,Open Redirect,Medium,5.9,HR-LAP-0110,Yes,Patched
VUL00441,CVE-2023-38883,Privilege Escalation,Critical,9.5,FIN-MOB-0123,Yes,Patched
VUL00442,CVE-2019-87813,Missing Security Patch,Low,3.3,IT-LAP-0092,No,In Progress
VUL00443,CVE-2023-32565,Command Injection,Critical,9.5,MKT-MOB-0108,Yes,Patched
VUL00444,CVE-2024-61938,Unpatched Software,Low,1.0,HR-IOT-0048,Yes,In Progress
VUL00445,CVE-2017-94347,Security Misconfiguration,Medium,6.8,HR-SRV-0008,Yes,In Progress
VUL00446,CVE-2024-84846,Open Redirect,Medium,4.6,LEG-RTR-0088,Yes,Closed
VUL00447,CVE-2016-13717,XML External Entity (XXE),Medium,4.5,MKT-LAP-0078,No,Open
VUL00448,CVE-2021-9745,Remote Code Execution,Medium,4.8,OPS-PC-0138,No,Won't Fix
VUL00449,CVE-2022-79888,Broken Authentication,High,8.2,HR-IOT-0105,Yes,In Progress
VUL00450,CVE-2020-29547,Buffer Overflow,Medium,6.6,MKT-FW-0070,No,Open
VUL00451,CVE-2020-24968,Cross-Site Scripting (XSS),Medium,4.8,MKT-DB-0013,Yes,Patched
VUL00452,CVE-2026-66064,XML External Entity (XXE),Low,0.9,LEG-FW-0069,No,In Progress
VUL00453,CVE-2016-19935,Cross-Site Scripting (XSS),High,7.6,IT-RTR-0102,No,Won't Fix
VUL00454,CVE-2021-85484,Privilege Escalation,Medium,6.8,OPS-PC-0099,Yes,Closed
VUL00455,CVE-2026-82464,Outdated SSL/TLS Configuration,Medium,6.1,FIN-FW-0044,Yes,Patched
VUL00456,CVE-2022-94315,Outdated SSL/TLS Configuration,Medium,5.1,IT-DB-0033,No,In Progress
VUL00457,CVE-2017-28256,Security Misconfiguration,Medium,6.0,IT-DB-0113,No,Open
VUL00458,CVE-2022-81453,Cross-Site Scripting (XSS),Low,2.9,OPS-PC-0080,Yes,Closed
VUL00459,CVE-2026-42044,Server-Side Request Forgery (SSRF),Medium,6.9,OPS-RTR-0023,No,Won't Fix
VUL00460,CVE-2026-59096,Insecure Deserialization,Medium,5.5,HR-LAP-0017,Yes,Patched
VUL00461,CVE-2016-58643,Server-Side Request Forgery (SSRF),Medium,4.4,SAL-MOB-0082,No,Open
VUL00462,CVE-2015-79858,Sensitive Data Exposure,High,8.7,HR-DB-0046,No,In Progress
VUL00463,CVE-2021-73072,Privilege Escalation,Medium,6.2,ENG-SRV-0053,Yes,Closed
VUL00464,CVE-2018-53314,Sensitive Data Exposure,Medium,4.9,LEG-PRT-0043,No,In Progress
VUL00465,CVE-2015-81353,Sensitive Data Exposure,Low,2.3,MKT-PC-0036,Yes,In Progress
VUL00466,CVE-2019-54154,Buffer Overflow,Low,0.4,OPS-SW-0121,Yes,In Progress
VUL00467,CVE-2021-52033,XML External Entity (XXE),High,8.4,IT-FW-0014,No,In Progress
VUL00468,CVE-2017-57163,Privilege Escalation,Medium,5.0,FIN-SW-0014,Yes,Closed
VUL00469,CVE-2017-8137,Missing Security Patch,High,7.5,SAL-SW-0022,Yes,Closed
VUL00470,CVE-2023-40529,Buffer Overflow,Medium,6.8,HR-PC-0069,No,In Progress
VUL00471,CVE-2021-54191,Insecure Deserialization,Low,1.1,SAL-DB-0003,No,Won't Fix
VUL00472,CVE-2022-99693,Insecure Deserialization,Medium,6.7,FIN-LAP-0113,Yes,Closed
VUL00473,CVE-2024-8964,Privilege Escalation,Medium,5.1,MKT-MOB-0045,Yes,In Progress
VUL00474,CVE-2024-10695,Security Misconfiguration,Low,2.2,FIN-RTR-0002,Yes,Patched
VUL00475,CVE-2016-33816,Sensitive Data Exposure,High,8.6,SAL-PRT-0039,Yes,Patched
VUL00476,CVE-2019-84219,Security Misconfiguration,Low,1.0,LEG-LAP-0051,Yes,In Progress
VUL00477,CVE-2017-37483,SQL Injection,Low,3.2,MKT-PC-0047,No,Won't Fix
VUL00478,CVE-2018-78419,Denial of Service,Critical,9.8,MKT-LAP-0054,Yes,In Progress
VUL00479,CVE-2023-29893,Insecure Direct Object Reference,High,7.0,FIN-SRV-0055,Yes,Patched
VUL00480,CVE-2017-16749,Weak Password Policy,High,7.1,LEG-LAP-0084,Yes,In Progress
VUL00481,CVE-2025-92598,Server-Side Request Forgery (SSRF),Medium,5.0,ENG-SW-0086,Yes,In Progress
VUL00482,CVE-2015-21232,Buffer Overflow,Low,2.6,LEG-IOT-0049,Yes,Patched
VUL00483,CVE-2017-69177,Path Traversal,Medium,6.0,SAL-IOT-0079,Yes,Patched
VUL00484,CVE-2018-42635,Missing Security Patch,High,7.8,IT-RTR-0065,Yes,Patched
VUL00485,CVE-2017-25897,Sensitive Data Exposure,Low,2.6,OPS-SRV-0013,Yes,Patched
VUL00486,CVE-2017-92685,Server-Side Request Forgery (SSRF),High,7.6,SAL-SRV-0132,No,Open
VUL00487,CVE-2016-1966,Open Redirect,High,8.0,LEG-MOB-0097,Yes,Patched
VUL00488,CVE-2016-20241,Server-Side Request Forgery (SSRF),Low,0.8,LEG-LAP-0014,Yes,Closed
VUL00489,CVE-2021-43074,Command Injection,High,8.6,MKT-MOB-0113,Yes,In Progress
VUL00490,CVE-2016-31447,Sensitive Data Exposure,High,8.1,SAL-DB-0124,Yes,Closed
VUL00491,CVE-2021-79455,Cross-Site Scripting (XSS),Medium,5.2,FIN-RTR-0105,No,Won't Fix
VUL00492,CVE-2026-92718,Outdated SSL/TLS Configuration,High,8.0,LEG-FW-0002,No,Open
VUL00493,CVE-2020-87167,Command Injection,Critical,9.1,MKT-DB-0023,Yes,Closed
VUL00494,CVE-2018-93006,Server-Side Request Forgery (SSRF),High,8.8,FIN-SW-0093,Yes,Closed
VUL00495,CVE-2026-18565,SQL Injection,Low,1.6,SAL-LAP-0062,No,In Progress
VUL00496,CVE-2019-37038,Server-Side Request Forgery (SSRF),Low,2.0,OPS-LAP-0020,Yes,Closed
VUL00497,CVE-2026-47326,Unpatched Software,High,8.4,ENG-IOT-0029,No,Open
VUL00498,CVE-2018-81486,Buffer Overflow,Low,0.8,HR-SRV-0016,No,In Progress
VUL00499,CVE-2025-65813,Open Redirect,Critical,9.3,MKT-IOT-0044,Yes,Closed
VUL00500,CVE-2015-31195,Sensitive Data Exposure,High,7.9,HR-LAP-0125,Yes,In Progress
VUL00501,CVE-2015-14675,Open Redirect,High,7.1,MKT-PRT-0024,No,Won't Fix
VUL00502,CVE-2024-99055,Open Redirect,Critical,9.5,FIN-LAP-0075,No,Won't Fix
VUL00503,CVE-2026-26427,Insecure Deserialization,High,7.1,MKT-PRT-0099,Yes,Patched
VUL00504,CVE-2018-37841,Broken Authentication,Low,3.4,LEG-PC-0084,Yes,In Progress
VUL00505,CVE-2015-67439,Remote Code Execution,Critical,9.8,FIN-RTR-0073,Yes,Closed
VUL00506,CVE-2016-58260,Remote Code Execution,Critical,9.2,SAL-LAP-0064,Yes,In Progress
VUL00507,CVE-2026-57877,Privilege Escalation,Low,1.3,ENG-DB-0041,Yes,Closed
VUL00508,CVE-2020-78803,Privilege Escalation,Low,1.9,LEG-IOT-0101,No,In Progress
VUL00509,CVE-2021-20947,Insecure Direct Object Reference,Medium,4.4,ENG-SRV-0119,No,In Progress
VUL00510,CVE-2020-27223,Insecure Deserialization,High,7.2,HR-IOT-0022,Yes,Patched
VUL00511,CVE-2022-47768,Outdated SSL/TLS Configuration,Critical,9.4,FIN-FW-0025,No,Won't Fix
VUL00512,CVE-2026-7823,Cross-Site Scripting (XSS),Medium,4.5,IT-PC-0021,Yes,In Progress
VUL00513,CVE-2021-16750,Command Injection,Low,3.8,OPS-SW-0030,Yes,Patched
VUL00514,CVE-2023-79979,Open Redirect,High,7.1,ENG-DB-0114,Yes,Patched
VUL00515,CVE-2020-25164,Weak Password Policy,Low,2.8,ENG-FW-0117,Yes,Patched
VUL00516,CVE-2022-1415,Unpatched Software,Critical,10.0,HR-SW-0096,Yes,Closed
VUL00517,CVE-2019-88098,Security Misconfiguration,Medium,6.9,LEG-FW-0016,No,Won't Fix
VUL00518,CVE-2018-65284,Insecure Direct Object Reference,High,7.7,SAL-SRV-0081,Yes,In Progress
VUL00519,CVE-2026-2687,Command Injection,High,7.8,IT-SRV-0040,Yes,In Progress
VUL00520,CVE-2016-81267,Denial of Service,Medium,4.9,OPS-RTR-0023,Yes,In Progress
VUL00521,CVE-2018-42536,Remote Code Execution,High,8.2,ENG-MOB-0103,Yes,Patched
VUL00522,CVE-2015-51828,Missing Security Patch,Medium,6.9,MKT-IOT-0020,Yes,Patched
VUL00523,CVE-2017-96798,Sensitive Data Exposure,Critical,9.6,LEG-SRV-0106,Yes,Closed
VUL00524,CVE-2025-48287,Path Traversal,Critical,9.8,HR-PC-0017,Yes,Closed
VUL00525,CVE-2019-81113,Insecure Deserialization,Medium,5.2,LEG-SRV-0080,No,In Progress
VUL00526,CVE-2019-39617,Insecure Deserialization,Medium,4.1,LEG-IOT-0015,Yes,In Progress
VUL00527,CVE-2021-94909,Server-Side Request Forgery (SSRF),Low,0.6,OPS-SW-0038,No,Won't Fix
VUL00528,CVE-2024-79410,Denial of Service,High,7.5,FIN-PRT-0005,Yes,Patched
VUL00529,CVE-2017-78598,Server-Side Request Forgery (SSRF),High,8.8,FIN-RTR-0048,Yes,Closed
VUL00530,CVE-2026-6499,Weak Password Policy,High,8.2,ENG-PRT-0016,Yes,Closed
VUL00531,CVE-2018-57686,Security Misconfiguration,Medium,6.1,SAL-LAP-0009,Yes,Closed
VUL00532,CVE-2015-41243,Privilege Escalation,Medium,5.6,FIN-PRT-0077,No,Open
VUL00533,CVE-2015-83981,Privilege Escalation,High,7.7,LEG-IOT-0073,Yes,In Progress
VUL00534,CVE-2018-49299,Weak Password Policy,Medium,5.0,ENG-SRV-0037,No,Open
VUL00535,CVE-2025-37572,Unpatched Software,High,8.5,HR-PRT-0004,No,In Progress
VUL00536,CVE-2021-16483,Weak Password Policy,High,7.7,SAL-DB-0071,Yes,Closed
VUL00537,CVE-2022-15774,Insecure Direct Object Reference,Medium,4.7,FIN-PRT-0014,Yes,Closed
VUL00538,CVE-2017-28407,Server-Side Request Forgery (SSRF),High,8.2,HR-IOT-0027,No,In Progress
VUL00539,CVE-2018-10276,Path Traversal,Low,3.0,LEG-PC-0024,Yes,In Progress
VUL00540,CVE-2017-17504,Denial of Service,High,8.3,FIN-SRV-0100,Yes,Closed
